display_id,sentence_id,sentence_en,sentence_ko,translation_ok,cited_indicators,auto_status,auto_entailment,auto_detail
Q106,S3,The tendency indicates a possible lack of confidence in executing the step effectively.,이 경향은 해당 단계를 효과적으로 실행하는 데 대한 신뢰 부족이 있을 수 있음을 나타냅니다.,True,cognitive_avoidance,FAIL_NLI,0.00489044189453125,entailment=0.005 < 임계값0.5
Q062,S1,The student exhibits clear signs of avoiding challenging tasks related to multiplication.,학생은 곱셈과 관련된 도전적인 과제를 피하는 뚜렷한 징후를 보입니다.,True,cognitive_avoidance,FAIL_NLI,0.00035572052001953125,entailment=0.000 < 임계값0.5
Q062,S2,The behavior suggests a reluctance to engage deeply with complex problems.,이 행동은 복잡한 문제에 깊이적으로 접근하는 것을 꺼리는 태도를 나타낸다.,True,cognitive_avoidance} There may be an underlying hesitation to confront difficulties in the skill area. [cognitive_avoidance},FAIL_INVALID_REF,,Stage 1에 없는 지표 인용: {'cognitive_avoidance} There may be an underlying hesitation to confront difficulties in the skill area. [cognitive_avoidance}'} — 환각 의심
Q079,S1,The student may have avoided engaging deeply with the concept being taught.,학생은 가르치고 있는 개념과 깊이적으로 소통하지 않을 수 있다.,True,cognitive_avoidance,FAIL_NLI,0.0256195068359375,entailment=0.026 < 임계값0.5
Q079,S2,This avoidance could manifest through minimal effort or disengagement during the task.,이 회피는 작업 중 최소한의 노력이나 참여를 중단하는 방식으로 나타날 수 있다.,True,cognitive_avoidance} There appears to be a reluctance to confront challenging aspects of the skill. [cognitive_avoidance,FAIL_INVALID_REF,,Stage 1에 없는 지표 인용: {'cognitive_avoidance} There appears to be a reluctance to confront challenging aspects of the skill. [cognitive_avoidance'} — 환각 의심
Q073,S1,The student provided a correct response without requiring assistance.,학생은 도움 없이 올바른 답변을 제공했습니다.,True,confidence_triad,PASS,0.96435546875,
Q073,S2,This outcome could indicate either a well-reasoned solution following some form of effort or a chance occurrence.,"이 결과는 어떤 형태의 노력 끝에 이른 잘 설계된 해결책이었거나, 우연한 일이었을 수도 있습니다.",True,confidence_triad,PASS,0.6318359375,
Q073,S3,The available information does not definitively clarify the nature of the student’s approach.,이용 가능한 정보가 학생의 접근 방식의 본질을 명확히 설명하지는 않는다.,True,confidence_triad,PASS,0.97998046875,
Q118,S1,"The student provided a correct response without requiring assistance, indicating some level of mastery or understanding.",학생은 도움 없이 올바른 답변을 제공하여 어느 정도의 숙련도나 이해 수준이 있음을 나타냈습니다.,True,confidence_triad,PASS,0.53076171875,
Q118,S2,"This outcome could reflect either a confident and accurate solution or a chance occurrence, given the ambiguity in determining the exact nature of the response.","이 결과는 정확하고 자신 있는 해결책이거나, 응답의 정확한 성격을 판단하기 어려운 상황에서의 우연한 일치일 수 있다.",True,confidence_triad,PASS,0.849609375,
Q118,S3,The presence of high confidence suggests the likelihood of a meaningful engagement with the problem rather than mere luck.,높은 자신감의 존재는 문제에 대한 의미 있는 참여 가능성보다 단순한 운이 아니라 보여준다.,True,confidence_triad,FAIL_NLI,0.040069580078125,entailment=0.040 < 임계값0.5
Q088,S1,"The student engaged in independent problem-solving despite receiving a hint, indicating a strong capacity for productive struggle.","학생은 팁을 받았음에도 불구하고 독립적인 문제 해결에 참여했으며, 이는 생산적인 고민 능력이 강하다는 것을 보여준다.",True,productive_struggle,PASS,0.94580078125,
Q088,S2,This suggests the student was actively working through challenges rather than relying solely on external guidance.,이는 학생이 외부 지도에만 의존하는 것이 아니라 적극적으로 어려움을 극복하고 있음을 시사합니다.,True,productive_struggle,FAIL_NLI,0.3212890625,entailment=0.321 < 임계값0.5
Q088,S3,"The level of engagement appears to be significant, though the exact nature of the struggle remains partially unclear.","참여 수준은 중요한 것으로 보이지만, 정확한 갈등의 성격은 부분적으로 불분명하다.",True,productive_struggle,FAIL_NLI,0.177734375,entailment=0.178 < 임계값0.5
Q068,S1,"The student provided a correct response without seeking assistance, indicating some level of engagement with the problem.",학생은 도움을 요청하지 않고 올바른 답변을 제공함으로써 문제에 대한 어느 정도의 참여를 보여주었다.,True,confidence_triad,PASS,0.50830078125,
Q068,S2,"This outcome could reflect either a successful resolution through effort or a chance occurrence, given the ambiguity in determining the exact nature of their approach.","이 결과는 노력을 통해 성공적으로 해결된 것일 수도 있고, 그들의 접근 방식의 정확한 성격을 판단하기 어려운 상황에서 우연히 발생한 것일 수도 있다.",True,confidence_triad,FAIL_NLI,0.365966796875,entailment=0.366 < 임계값0.5
Q068,S3,"The presence of high confidence suggests a possible alignment with productive struggle, although this remains uncertain.","높은 자신감의 존재는 생산적 고난과의 일치 가능성과 관련이 있을 수 있지만, 이는 여전히 불확실합니다.",True,confidence_triad,PASS,0.90283203125,
Q035,S1,"The student provided a correct response without seeking assistance, indicating some level of engagement with the problem.",학생은 도움을 요청하지 않고 올바른 답변을 제공함으로써 문제에 대한 어느 정도의 참여를 보여주었다.,True,confidence_triad,PASS,0.50830078125,
Q035,S2,"This outcome could reflect either a successful resolution through effort or a chance occurrence, given the ambiguity in determining the exact nature of their approach.","이 결과는 노력을 통해 성공적으로 해결된 것일 수도 있고, 그들의 접근 방식의 정확한 성격을 판단하기 어려운 상황에서 우연히 발생한 것일 수도 있다.",True,confidence_triad,FAIL_NLI,0.365966796875,entailment=0.366 < 임계값0.5
Q035,S3,"The presence of high confidence suggests a possible alignment with productive struggle, although this remains uncertain.","높은 자신감의 존재는 생산적 고난과의 일치 가능성과 관련이 있을 수 있지만, 이는 여전히 불확실합니다.",True,confidence_triad,PASS,0.90283203125,
Q082,S1,"The student provided a correct response without requiring assistance, indicating some level of mastery or understanding.",학생은 도움 없이 올바른 답변을 제공하여 어느 정도의 숙련도나 이해 수준이 있음을 나타냈습니다.,True,confidence_triad,PASS,0.53076171875,
Q082,S2,"This outcome may reflect a combination of factors including prior knowledge, strategic guessing, or effective problem-solving strategies.","이 결과는 이전 지식, 전략적 추측, 또는 효과적인 문제 해결 전략과 같은 요인들의 조합을 반영할 수 있습니다.",True,confidence_triad,PASS,0.5078125,
Q082,S3,The available data does not allow for a clear determination of the exact contributing factors behind the correct answer.,현재의 데이터는 정답 뒤에 있는 정확한 기여 요인들을 명확히 판단할 수 없습니다.,True,confidence_triad,PASS,0.9521484375,
Q041,S1,"The student provided a correct response without seeking assistance, indicating some level of engagement with the problem.",학생은 도움을 요청하지 않고 올바른 답변을 제공함으로써 문제에 대한 어느 정도의 참여를 보여주었다.,True,confidence_triad,PASS,0.50830078125,
Q041,S2,"This outcome could reflect either a successful resolution through effort or a chance occurrence, given the ambiguity in determining the exact nature of their approach.","이 결과는 노력을 통해 성공적으로 해결된 것일 수도 있고, 그들의 접근 방식의 정확한 성격을 판단하기 어려운 상황에서 우연히 발생한 것일 수도 있다.",True,confidence_triad,FAIL_NLI,0.365966796875,entailment=0.366 < 임계값0.5
Q041,S3,"The presence of high confidence suggests a possible alignment with productive struggle, although this remains uncertain.","높은 자신감의 존재는 생산적 고난과의 일치 가능성과 관련이 있을 수 있지만, 이는 여전히 불확실합니다.",True,confidence_triad,PASS,0.90283203125,
Q039,S1,"The student engaged in independent problem-solving despite the availability of hints, indicating a strong capacity for self-directed effort.","학생은 단서가 제공되었음에도 불구하고 독립적인 문제 해결에 참여했으며, 자기 주도적 노력에 대한 강한 능력을 보여주었다.",True,productive_struggle,PASS,0.517578125,
Q005,S1,"The student demonstrated a strong engagement with the task, indicating they were actively working through challenges rather than relying solely on external guidance.","학생은 과제에 대한 강한 참여를 보여주었으며, 외부 지도에만 의존하는 것이 아니라 도전 과제를 적극적으로 해결하고 있음을 나타냈습니다.",True,productive_struggle,PASS,0.77685546875,
Q005,S2,The use of hints suggests the student was attempting to solve problems independently but still required some level of support.,"힌트 사용은 학생이 문제를 독립적으로 해결하려고 시도했음을 시사하지만, 여전히 어느 정도의 지원이 필요했음을 나타냅니다.",True,productive_struggle,FAIL_NLI,0.098876953125,entailment=0.099 < 임계값0.5
Q005,S3,"This indicates a willingness to persist despite difficulties, showing a proactive approach to learning.","이는 어려움에도 불구하고 지속하려는 의지를 보여주며, 학습에 대한 적극적인 접근 방식을 나타냅니다.",True,productive_struggle,FAIL_NLI,0.2120361328125,entailment=0.212 < 임계값0.5
Q042,S1,"The student provided a correct response without requiring assistance, indicating some level of understanding or insight.",학생은 도움 없이 올바른 답변을 제공하여 어느 정도의 이해나 통찰력을 보여주었다.,True,confidence_triad,PASS,0.90673828125,
Q042,S2,"This outcome could suggest the student arrived at the solution through thoughtful engagement rather than mere chance, although the exact nature of their process remains unclear.","이 결과는 학생이 고민을 통해 해법에 도달했을 가능성이 있음을 시사하지만, 그들의 정확한 과정은 여전히 불분명하다.",True,confidence_triad,FAIL_NLI,0.05902099609375,entailment=0.059 < 임계값0.5
Q042,S3,There is a slight indication that the student may have engaged in meaningful problem-solving efforts leading to the correct answer.,학생이 정답에 이르는 의미 있는 문제 해결을 시도했을 가능성이 약간 보인다.,True,confidence_triad,FAIL_NLI,0.113037109375,entailment=0.113 < 임계값0.5
Q100,S1,"The student provided a correct response without requiring assistance, indicating some level of understanding or insight.",학생은 도움 없이 올바른 답변을 제공하여 어느 정도의 이해나 통찰력을 보여주었다.,True,confidence_triad,PASS,0.90673828125,
Q100,S2,"This outcome could suggest the student arrived at the solution through thoughtful engagement rather than mere chance, though the exact nature of their process remains unclear.","이 결과는 학생이 고민을 통해 해법에 도달했을 가능성이 있음을 시사하지만, 그들의 정확한 과정은 여전히 불분명하다.",True,confidence_triad,FAIL_NLI,0.062286376953125,entailment=0.062 < 임계값0.5
Q100,S3,"The presence of high confidence further complicates interpretation, as it may reflect genuine mastery or overestimation of competence.","높은 자신감의 존재는 해석을 더욱 복잡하게 만들며, 이는 진정한 숙련도를 반영할 수도 있거나 능력 과대평가를 나타낼 수도 있다.",True,confidence_triad,FAIL_NLI,0.045684814453125,entailment=0.046 < 임계값0.5
Q128,S1,"The student engaged in independent problem-solving despite receiving a hint, indicating a strong capacity for productive struggle.","학생은 팁을 받았음에도 불구하고 독립적인 문제 해결에 참여했으며, 이는 생산적인 고민 능력이 강하다는 것을 보여준다.",True,productive_struggle,PASS,0.94580078125,
Q128,S2,This suggests the student was actively working through challenges rather than relying solely on external guidance.,이는 학생이 외부 지도에만 의존하는 것이 아니라 적극적으로 어려움을 극복하고 있음을 시사합니다.,True,productive_struggle,FAIL_NLI,0.3212890625,entailment=0.321 < 임계값0.5
Q128,S3,The high level of engagement in this process may reflect a deeper commitment to understanding the material.,이 과정에서의 높은 참여 수준은 소재를 이해하는 데 대한 더 깊은 약속을 반영할 수 있다.,True,productive_struggle,FAIL_NLI,0.0124359130859375,entailment=0.012 < 임계값0.5
Q094,S1,"The student engaged in independent problem-solving despite receiving a hint, indicating a strong capacity for tackling challenges on their own.","학생은 팁을 받았음에도 불구하고 독립적인 문제 해결에 참여했으며, 이는 스스로 도전 과제를 해결하는 데 있어 강한 능력을 보여주는 징후이다.",True,productive_struggle,FAIL_NLI,0.383056640625,entailment=0.383 < 임계값0.5
Q018,S1,"The student provided a correct response without seeking assistance, indicating some level of mastery or understanding.",학생은 도움을 요청하지 않고 올바른 답변을 제공하여 어느 정도의 숙련도나 이해 수준이 있음을 나타냈습니다.,True,confidence_triad,FAIL_NLI,0.37109375,entailment=0.371 < 임계값0.5
Q018,S2,This outcome may suggest the student arrived at the solution through thoughtful engagement rather than mere chance.,이 결과는 학생이 단순한 운이 아닌 신중한 참여를 통해 해법에 도달했음을 시사할 수 있다.,True,confidence_triad,FAIL_NLI,0.014068603515625,entailment=0.014 < 임계값0.5
Q018,S3,The available information does not definitively clarify whether the accuracy resulted from sustained effort or inherent knowledge.,"가용한 정보는 정확성 결과가 지속적인 노력에서 비롯되었는지, 본래의 지식에서 비롯되었는지 명확히 구분하지 못한다.",True,confidence_triad,PASS,0.9052734375,
Q043,S1,"The student demonstrated a strong inclination toward independent problem-solving despite receiving hints, indicating a significant level of engagement with the task.","학생은 팁을 받았음에도 불구하고 독립적인 문제 해결에 대한 강한 경향을 보였으며, 이는 작업에 대한 중요한 참여 수준을 나타냅니다.",True,productive_struggle,PASS,0.61328125,
Q043,S2,"The student also showed a notable resistance to engaging deeply with challenging aspects of the material, suggesting a preference for avoiding complex thinking.","학생은 또한 자료의 어려운 부분에 깊이적으로 접근하는 데 대한 뚜렷한 저항을 보였으며, 복잡한 사고를 피하는 것을 선호하는 것으로 보인다.",True,cognitive_avoidance,FAIL_NLI,0.026092529296875,entailment=0.026 < 임계값0.5
Q043,S3,This combination indicates a complex interaction between effortful engagement and avoidance tendencies.,이 조합은 노력적인 참여와 회피 경향 사이의 복잡한 상호작용을 나타냅니다.,True,cognitive_avoidance;productive_struggle,FAIL_NLI,0.038787841796875,entailment=0.039 < 임계값0.5
Q135,S1,"The student provided a correct response without seeking assistance, indicating some level of engagement with the task.",학생은 도움을 요청하지 않고 올바른 답변을 제공함으로써 작업과의 어느 정도의 참여를 보여주었다.,True,confidence_triad,FAIL_NLI,0.390869140625,entailment=0.391 < 임계값0.5
Q135,S2,"This outcome could reflect either a successful resolution through effort or a chance occurrence, as the available data does not definitively clarify the underlying process.","이 결과는 노력을 통해 성공적으로 해결된 것일 수도 있고, 우연한 일이었을 수도 있으며, 이용 가능한 데이터는 근본적인 과정을 명확히 구분하지 못하기 때문입니다.",True,confidence_triad,PASS,0.6708984375,
Q135,S3,There is a slight inclination suggesting the response may have resulted from meaningful problem-solving rather than mere luck.,"약간의 경향성이 나타나며, 이 응답은 단순한 운이 아닌 의미 있는 문제 해결 결과일 가능성이 있음을 시사합니다.",True,confidence_triad,FAIL_NLI,0.155517578125,entailment=0.156 < 임계값0.5
Q095,S1,"The student demonstrated a strong engagement with the task, making independent judgments despite receiving hints.","학생은 작업에 대한 강한 참여를 보였으며, 팁을 받았음에도 불구하고 독립적인 판단을 내렸다.",True,productive_struggle,FAIL_NLI,0.273681640625,entailment=0.274 < 임계값0.5
Q095,S2,"The student also showed a clear inclination to avoid deeper cognitive effort, indicating a preference for less challenging paths.","학생은 또한 더 깊은 인지적 노력은 피하는 경향이 있었으며, 이는 덜 도전적인 길을 선호하는 것을 나타냈다.",True,cognitive_avoidance,FAIL_NLI,0.0665283203125,entailment=0.067 < 임계값0.5
Q095,S3,This combination suggests a complex interaction between persistence and avoidance tendencies.,이 조합은 지속성과 회피 경향 사이의 복잡한 상호작용을 시사합니다.,True,productive_struggle;cognitive_avoidance,FAIL_NLI,0.02508544921875,entailment=0.025 < 임계값0.5
Q048,S1,"The student demonstrated a strong engagement with the task, making independent judgments despite receiving hints.","학생은 작업에 대한 강한 참여를 보였으며, 팁을 받았음에도 불구하고 독립적인 판단을 내렸다.",True,productive_struggle,FAIL_NLI,0.273681640625,entailment=0.274 < 임계값0.5
Q048,S2,"The student also showed a clear inclination to avoid deeper cognitive effort, indicating a preference for less challenging paths.","학생은 또한 더 깊은 인지적 노력은 피하는 경향이 있었으며, 이는 덜 도전적인 길을 선호하는 것을 나타냈다.",True,cognitive_avoidance,FAIL_NLI,0.0665283203125,entailment=0.067 < 임계값0.5
Q048,S3,This combination suggests a complex interaction between persistence and avoidance tendencies.,이 조합은 지속성과 회피 경향 사이의 복잡한 상호작용을 시사합니다.,True,cognitive_avoidance;productive_struggle,FAIL_NLI,0.02508544921875,entailment=0.025 < 임계값0.5
Q108,S1,"The student demonstrated a strong engagement with the task, making independent judgments despite receiving hints.","학생은 작업에 대한 강한 참여를 보였으며, 팁을 받았음에도 불구하고 독립적인 판단을 내렸다.",True,productive_struggle,FAIL_NLI,0.273681640625,entailment=0.274 < 임계값0.5
Q108,S2,The student also showed a clear inclination to avoid challenging aspects of the work.,학생은 또한 작업의 도전적인 측면을 피하려는 분명한 경향을 보였습니다.,True,cognitive_avoidance,FAIL_NLI,0.0035839080810546875,entailment=0.004 < 임계값0.5
Q108,S3,This combination indicates a complex interaction between effort and avoidance tendencies.,이 조합은 노력과 회피 경향 사이의 복잡한 상호작용을 나타냅니다.,True,cognitive_avoidance;productive_struggle,FAIL_NLI,0.033416748046875,entailment=0.033 < 임계값0.5
Q083,S1,"The student demonstrated a strong engagement with the problem, making independent judgments despite receiving hints.","학생은 문제에 대한 강한 참여를 보였으며, 팁을 받았음에도 불구하고 독립적인 판단을 내렸다.",True,productive_struggle,FAIL_NLI,0.41357421875,entailment=0.414 < 임계값0.5
Q083,S2,"The student also showed a clear inclination to avoid deeper cognitive effort, indicating a preference for less challenging tasks.","학생은 또한 더 깊은 인지적 노력 회피에 대한 분명한 경향을 보였으며, 덜 도전적인 작업에 대한 선호를 나타냈습니다.",True,cognitive_avoidance,FAIL_NLI,0.046600341796875,entailment=0.047 < 임계값0.5
Q083,S3,This combination suggests a complex interaction between persistence and avoidance tendencies.,이 조합은 지속성과 회피 경향 사이의 복잡한 상호작용을 시사합니다.,True,productive_struggle;cognitive_avoidance,FAIL_NLI,0.02508544921875,entailment=0.025 < 임계값0.5
Q107,S1,The student demonstrated a strong inclination toward independent problem-solving despite receiving hints.,학생은 제시된 단서를 받았음에도 불구하고 독립적인 문제 해결에 대한 강한 경향을 보여주었다.,True,productive_struggle,FAIL_NLI,0.25537109375,entailment=0.255 < 임계값0.5
Q107,S2,The student appeared capable of making judgments without direct guidance.,학생은 직접적인 지도 없이도 판단을 내릴 수 있는 능력이 있었습니다.,True,productive_struggle,FAIL_NLI,0.08123779296875,entailment=0.081 < 임계값0.5
Q107,S3,This indicates a level of confidence in applying knowledge autonomously.,이는 지식을 독자적으로 적용하는 데 대한 자신감 수준을 나타냅니다.,True,productive_struggle,FAIL_NLI,0.03179931640625,entailment=0.032 < 임계값0.5
Q133,S1,"The student demonstrated a strong engagement with challenging tasks, indicating a willingness to persist despite difficulty.",학생은 어려움에도 불구하고 지속적으로 도전하는 태도를 보여주었다.,True,productive_struggle,FAIL_NLI,0.1248779296875,entailment=0.125 < 임계값0.5
Q133,S2,"The student also showed signs of avoiding more complex aspects of the task, suggesting a preference for simpler solutions.","학생은 또한 작업의 더 복잡한 측면을 피하는 징후도 보였으며, 더 간단한 해결책을 선호하는 것으로 보였습니다.",True,cognitive_avoidance,FAIL_NLI,0.132568359375,entailment=0.133 < 임계값0.5
Q087,S1,"The student engaged in independent problem-solving despite receiving a hint, indicating a strong sense of initiative.","학생은 팁을 받았음에도 불구하고 독립적인 문제 해결에 참여했으며, 이는 강한 주도성을 나타내는 징후이다.",True,productive_struggle,FAIL_NLI,0.279541015625,entailment=0.280 < 임계값0.5
Q087,S2,This demonstrates an ability to persist through challenges without immediate external guidance.,이는 즉각적인 외부 지도 없이도 어려움을 극복할 능력을 보여줍니다.,True,productive_struggle,FAIL_NLI,0.08856201171875,entailment=0.089 < 임계값0.5
Q087,S3,The level of engagement suggests a willingness to tackle complex tasks on their own.,참여 수준은 복잡한 작업을 혼자 수행하려는 의지를 나타낸다.,True,productive_struggle,FAIL_NLI,0.045135498046875,entailment=0.045 < 임계값0.5
Q096,S1,"The student engaged in independent problem-solving despite receiving a hint, indicating a strong capacity for tackling challenges on their own.","학생은 팁을 받았음에도 불구하고 독립적인 문제 해결에 참여했으며, 이는 스스로 도전 과제를 해결하는 데 있어 강한 능력을 보여주는 징후이다.",True,productive_struggle,FAIL_NLI,0.383056640625,entailment=0.383 < 임계값0.5
Q096,S2,"The student also showed signs of avoiding deeper engagement with the material, suggesting a potential reluctance to fully confront the task.","학생은 또한 자료와 더 깊이적으로 소통하는 것을 피하는 징후를 보였으며, 작업을 완전히 직면하는 데 대한 잠재적인 거부감을 시사했다.",True,cognitive_avoidance,FAIL_NLI,0.00745391845703125,entailment=0.007 < 임계값0.5
Q115,S1,"The student exhibits signs of avoiding challenging tasks, indicating a possible reluctance to engage deeply with complex problems.","학생은 도전적인 과제를 피하는 징후를 보이며, 복잡한 문제에 깊이적으로 접근하는 것을 꺼리는 가능성이 있음을 나타냅니다.",True,cognitive_avoidance,PASS,0.98828125,
Q115,S2,"The student also shows frustration that does not lead to effective problem-solving strategies, suggesting difficulty in managing emotional responses during task completion.","학생은 효과적인 문제 해결 전략으로 이어지지 않는 좌절감을 보이며, 작업 완료 중 감정 반응을 관리하는 데 어려움이 있음을 시사한다.",True,unproductive_frustration,FAIL_NLI,0.0028533935546875,entailment=0.003 < 임계값0.5
Q086,S1,The student exhibits signs of avoiding challenging aspects of the task.,학생이 작업의 도전적인 측면을 피하려는 징후를 보입니다.,True,cognitive_avoidance,PASS,0.99365234375,
Q086,S2,The student also shows frustration without effective problem-solving strategies.,학생은 효과적인 문제 해결 전략이 없으면 좌절을 보이기도 한다.,True,unproductive_frustration,FAIL_NLI,0.0182952880859375,entailment=0.018 < 임계값0.5
Q121,S1,The student exhibits signs of unproductive frustration during the task.,학생은 작업 중 비생산적인 좌절의 징후를 보인다.,True,unproductive_frustration,PASS,0.9609375,
Q121,S2,This indicates a struggle with understanding the concept being taught.,이는 가르치는 개념을 이해하는 데 어려움을 겪고 있음을 나타냅니다.,True,unproductive_frustration} The level of frustration remains consistently high throughout the activity. [unproductive_frustration,FAIL_INVALID_REF,,Stage 1에 없는 지표 인용: {'unproductive_frustration} The level of frustration remains consistently high throughout the activity. [unproductive_frustration'} — 환각 의심
Q030,S1,The student exhibits signs of unproductive frustration during the task.,학생은 작업 중 비생산적인 좌절의 징후를 보인다.,True,unproductive_frustration,PASS,0.9609375,
Q030,S2,This indicates a struggle with understanding the material.,이는 자료를 이해하는 데 어려움을 겪고 있음을 나타냅니다.,True,unproductive_frustration,FAIL_NLI,0.004573822021484375,entailment=0.005 < 임계값0.5
Q030,S3,The behavior may suggest difficulty in applying the concepts being taught.,이 행동은 가르치고 있는 개념을 적용하는 데 어려움이 있음을 시사할 수 있다.,True,,FAIL_NO_CITATION,,인용 태그 없음 — Stage 2 규칙 2 위반
Q091,S1,The student exhibits signs of avoiding challenging aspects of the task.,학생이 작업의 도전적인 측면을 피하려는 징후를 보입니다.,True,cognitive_avoidance,PASS,0.99365234375,
Q091,S2,The student also shows frustration that does not lead to productive problem-solving.,학생은 생산적인 문제 해결로 이어지지 않는 불만을 보이기도 합니다.,True,unproductive_frustration,PASS,0.8076171875,
Q132,S1,"The student exhibits signs of avoiding challenging tasks, indicating a possible reluctance to engage deeply with complex problems.","학생은 도전적인 과제를 피하는 징후를 보이며, 복잡한 문제에 깊이적으로 접근하는 것을 꺼리는 가능성이 있음을 나타냅니다.",True,cognitive_avoidance,PASS,0.98828125,
Q132,S2,"The student also shows frustration that does not lead to effective problem-solving strategies, suggesting difficulty in managing task demands.","학생은 효과적인 문제 해결 전략으로 이어지지 않는 좌절을 보이며, 작업 요구사항을 관리하는 데 어려움이 있음을 시사한다.",True,unproductive_frustration,FAIL_NLI,0.032440185546875,entailment=0.032 < 임계값0.5
Q025,S1,The student exhibits signs of unproductive frustration during the task.,학생은 작업 중 비생산적인 좌절의 징후를 보인다.,True,unproductive_frustration,PASS,0.9609375,
Q025,S2,This indicates a struggle with understanding the material.,이는 자료를 이해하는 데 어려움을 겪고 있음을 나타냅니다.,True,unproductive_frustration} The behavior may suggest difficulty in progressing further without additional support. [unproductive_frustration,FAIL_INVALID_REF,,Stage 1에 없는 지표 인용: {'unproductive_frustration} The behavior may suggest difficulty in progressing further without additional support. [unproductive_frustration'} — 환각 의심
Q074,S1,The student exhibits signs of avoiding challenging aspects of the task.,학생이 작업의 도전적인 측면을 피하려는 징후를 보입니다.,True,cognitive_avoidance,PASS,0.99365234375,
Q074,S2,The student also shows frustration that does not lead to productive problem-solving.,학생은 생산적인 문제 해결로 이어지지 않는 불만을 보이기도 합니다.,True,unproductive_frustration,PASS,0.8076171875,
Q047,S1,The student exhibits signs of unproductive frustration during the task.,학생은 작업 중 비생산적인 좌절의 징후를 보인다.,True,unproductive_frustration,PASS,0.9609375,
Q047,S2,This indicates a struggle with understanding the concept being taught.,이는 가르치는 개념을 이해하는 데 어려움을 겪고 있음을 나타냅니다.,True,unproductive_frustration,FAIL_NLI,0.004924774169921875,entailment=0.005 < 임계값0.5
Q047,S3,The level of frustration remains consistently high throughout the activity.,활동 전반에 걸쳐 좌절감의 수준이 일관되게 높은 상태를 유지한다.,True,unproductive_frustration,FAIL_NLI,0.011444091796875,entailment=0.011 < 임계값0.5
Q080,S1,The student demonstrates a strong sense of confidence in their understanding despite potential gaps in knowledge.,학생은 지식의 공백이 있을지라도 자신의 이해에 대한 강한 자신감을 보여준다.,True,overconfidence,FAIL_NLI,0.06964111328125,entailment=0.070 < 임계값0.5
Q080,S2,The student shows signs of frustration that does not lead to effective problem-solving strategies.,학생은 효과적인 문제 해결 전략으로 이어지지 않는 좌절의 징후를 보인다.,True,unproductive_frustration,PASS,0.95361328125,
Q080,S3,The student makes errors in applying geometric concepts consistently throughout the task.,학생은 과제 전반에서 기하학적 개념을 적용하는 데 오류를 범합니다.,True,slipping,FAIL_NLI,0.0005249977111816406,entailment=0.001 < 임계값0.5
Q081,S1,The student exhibits signs of unproductive frustration.,학생이 비생산적인 좌절의 징후를 보입니다.,True,unproductive_frustration,PASS,0.98828125,
Q081,S2,"This emotion appears to be intense, given the high status level recorded.",이 감정이 매우 강렬한 것으로 보인다.,True,unproductive_frustration,FAIL_NLI,0.001216888427734375,entailment=0.001 < 임계값0.5
Q081,S3,There is no clear indication of alternative coping strategies being employed.,대체적인 대처 전략이 사용되고 있음을 분명히 나타내는 증거는 없다.,True,unproductive_frustration,FAIL_NLI,0.00351715087890625,entailment=0.004 < 임계값0.5
Q038,S1,The student exhibits signs of avoiding challenging tasks during the number line interpretation activity.,학생은 수선도 해석 활동 중 도전적인 과제를 피하는 징후를 보입니다.,True,cognitive_avoidance,FAIL_NLI,0.0006442070007324219,entailment=0.001 < 임계값0.5
Q038,S2,The student also shows frustration that does not lead to productive problem-solving efforts.,학생은 생산적인 문제 해결을 위한 노력으로 이어지지 않는 불만을 보이기도 한다.,True,unproductive_frustration,PASS,0.61328125,
Q139,S1,"The student exhibits signs of overconfidence, indicating a strong belief in their abilities without sufficient justification.","학생은 과신의 징후를 보이며, 충분한 근거 없이 자신의 능력을 강하게 믿고 있는 것으로 보인다.",True,overconfidence,PASS,0.86328125,
Q139,S2,"The student also shows unproductive frustration, suggesting they become overly concerned with difficulties rather than addressing them effectively.","학생은 또한 생산적이지 않은 좌절을 보이며, 어려움에 과도하게 신경 쓰는 대신 효과적으로 해결하지 않는 모습을 보인다.",True,unproductive_frustration,FAIL_NLI,0.00194549560546875,entailment=0.002 < 임계값0.5
Q139,S3,"Additionally, there is evidence of slipping, meaning the student may struggle to maintain focus or consistency in tasks.","또한 미끄러짐의 증거가 있음으로, 학생이 작업에서 집중력이나 일관성을 유지하는 데 어려움을 겪을 수 있습니다.",True,slipping,FAIL_NLI,0.006862640380859375,entailment=0.007 < 임계값0.5
Q011,S1,The student exhibits signs of unproductive frustration during the task.,학생은 작업 중 비생산적인 좌절의 징후를 보인다.,True,unproductive_frustration,PASS,0.9609375,
Q011,S2,This emotion appears to be persistent rather than fleeting.,이 감정은 일시적인 것이 아니라 지속적인 것으로 보인다.,True,unproductive_frustration,FAIL_NLI,0.06634521484375,entailment=0.066 < 임계값0.5
Q011,S3,There is no clear indication of strategies being employed to resolve the issue.,문제를 해결하기 위한 전략이 사용되고 있음을 분명히 나타내는 증거는 없다.,True,unproductive_frustration,FAIL_NLI,0.0033016204833984375,entailment=0.003 < 임계값0.5
Q097,S1,"The student exhibits signs of avoiding engaging deeply with the task, indicating a possible reluctance to confront challenging aspects of the skill.","학생은 작업에 깊이 참여하는 것을 피하는 징후를 보이며, 기술의 어려운 측면에 직면하는 것을 꺼리는 가능성이 있음을 나타냅니다.",True,cognitive_avoidance,PASS,0.85302734375,
