item_id,sentence_id,majority_tag,cited_indicators,indicator,is_core,is_negative_control,score,verifier,premise,,,,,,,
Q115,S1,unsupported,['cognitive_avoidance'],cognitive_avoidance,FALSE,FALSE,0.489013672,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q115,S2,unsupported,['unproductive_frustration'],unproductive_frustration,FALSE,FALSE,0.001946449,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q008,S1,partial,[],,FALSE,TRUE,0.002286911,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q008,S2,unsupported,[],,FALSE,TRUE,0.001420021,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q008,S3,unsupported,[],,FALSE,TRUE,0.001297951,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q058,S1,unsupported,[],FALSE,TRUE,0.009597778,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,,
Q058,S2,partial,[],,FALSE,TRUE,0.002096176,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q058,S3,supported,[],,FALSE,TRUE,0.058013916,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q078,S1,unsupported,[],,TRUE,TRUE,0.024765015,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q078,S2,partial, the student's cumulative accuracy on this skill was 27%. On attempt 1, and took 0.57 times their own average response time. On attempt 3, the student answered incorrectly, used 1 hint, and took 0.51 times their own average response time. On attempt 4, the student answered incorrectly, used 2 hints,TRUE,TRUE,0.00100708,mDeBERTa-v3-base-mnli-xnli,record,,
Q012,S1,partial,['cognitive_avoidance'],cognitive_avoidance,FALSE,FALSE,0.022827148,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q012,S2,unsupported,['slipping'],slipping,FALSE,FALSE,0.029678345,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q064,S1,supported,['overconfidence'],overconfidence,TRUE,FALSE,0.01411438,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q101,S1,unsupported,['overconfidence'],overconfidence,FALSE,FALSE,0.021102905,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q101,S2,partial, the student's cumulative accuracy on this skill was 57%. On attempt 1, and took 1.90 times their own average response time. On attempt 3, the student answered correctly, used no hints, and took 1.14 times their own average response time. On attempt 4, the student answered incorrectly, used no hints,FALSE,FALSE,0.000835419,mDeBERTa-v3-base-mnli-xnli,record,,
Q021,S1,supported,[],TRUE,FALSE,0.004432678,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,,
Q021,S2,unsupported,['slipping'],slipping,TRUE,FALSE,0.714355469,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q124,S1,supported,['confidence_triad'],confidence_triad,TRUE,FALSE,0.006645203,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q124,S2,unsupported,[],TRUE,FALSE,0.029541016,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,,
Q072,S1,unsupported,[],,FALSE,TRUE,0.001478195,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q072,S2,unsupported,[],,FALSE,TRUE,0.00484848,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q072,S3,supported,[],,FALSE,TRUE,0.049560547,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q074,S1,unsupported,['cognitive_avoidance'],cognitive_avoidance,TRUE,FALSE,0.027328491,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q074,S2,unsupported,['unproductive_frustration'],unproductive_frustration,TRUE,FALSE,0.000714779,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q120,S1,partial,['cognitive_avoidance'],cognitive_avoidance,FALSE,FALSE,0.003997803,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q120,S2,partial,['slipping'],slipping,FALSE,FALSE,0.042938232,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q015,S1,supported,['cognitive_avoidance'],cognitive_avoidance,TRUE,FALSE,0.003952026,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q015,S2,unsupported,[],,TRUE,FALSE,0.004074097,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q118,S1,supported,['confidence_triad'],confidence_triad,TRUE,FALSE,0.076843262,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q118,S2,partial,['confidence_triad'],confidence_triad,TRUE,FALSE,0.001260757,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q118,S3,supported,['confidence_triad'],confidence_triad,TRUE,FALSE,0.005844116,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q042,S1,supported,['confidence_triad'],confidence_triad,FALSE,FALSE,0.07244873,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q042,S2,supported,['confidence_triad'],confidence_triad,FALSE,FALSE,0.001001358,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q042,S3,supported,['confidence_triad'],confidence_triad,FALSE,FALSE,0.016418457,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q066,S1,unsupported,[],FALSE,FALSE,0.004119873,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,,
Q066,S2,partial,['overconfidence'],overconfidence,FALSE,FALSE,0.006786346,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q066,S3,supported,['overconfidence'],overconfidence,FALSE,FALSE,0.007926941,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q110,S1,unsupported,['cognitive_avoidance'],cognitive_avoidance,TRUE,FALSE,0.097167969,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q110,S2,partial,['slipping'],slipping,TRUE,FALSE,0.003358841,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q084,S1,unsupported,[],,TRUE,TRUE,0.004112244,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q084,S2,partial,[],,TRUE,TRUE,0.024993896,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q062,S1,unsupported,['cognitive_avoidance'],cognitive_avoidance,FALSE,FALSE,0.060638428,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q062,S2,unsupported,[],,FALSE,FALSE,0.001086235,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q046,S1,unsupported,['cognitive_avoidance'],cognitive_avoidance,FALSE,FALSE,0.138183594,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q046,S2,partial,['unproductive_frustration'],unproductive_frustration,FALSE,FALSE,0.001271248,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q107,S1,unsupported,['productive_struggle'],productive_struggle,FALSE,FALSE,0.012069702,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q107,S2,unsupported,['productive_struggle'],productive_struggle,FALSE,FALSE,0.10333252,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q107,S3,partial,['productive_struggle'],productive_struggle,FALSE,FALSE,0.008750916,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q119,S1,unsupported,[],FALSE,FALSE,0.001571655,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,,
Q119,S2,unsupported,[],FALSE,FALSE,0.001041412,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,,
Q119,S3,unsupported,[],FALSE,FALSE,0.002117157,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,,
Q100,S1,supported,['confidence_triad'],confidence_triad,FALSE,FALSE,0.054107666,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q100,S2,partial,['confidence_triad'],confidence_triad,FALSE,FALSE,0.000858307,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q100,S3,unknown,['confidence_triad'],confidence_triad,FALSE,FALSE,0.002677917,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q080,S1,unsupported,['overconfidence'],overconfidence,FALSE,FALSE,0.021224976,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q080,S2,supported,['unproductive_frustration'],unproductive_frustration,FALSE,FALSE,0.012161255,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q080,S3,supported,['slipping'],slipping,FALSE,FALSE,0.102539063,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q096,S1,unsupported,['productive_struggle'],productive_struggle,TRUE,FALSE,0.222900391,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q096,S2,unsupported,['cognitive_avoidance'],cognitive_avoidance,TRUE,FALSE,0.003219604,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q083,S1,unsupported,['productive_struggle'],productive_struggle,FALSE,FALSE,0.046173096,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q083,S2,unsupported,['cognitive_avoidance'],cognitive_avoidance,FALSE,FALSE,0.003305435,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q083,S3,unsupported,"['productive_struggle', 'cognitive_avoidance']",,FALSE,FALSE,0.002954483,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q127,S1,partial,['overconfidence'],overconfidence,FALSE,FALSE,0.009529114,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q127,S2,unsupported,['overconfidence'],overconfidence,FALSE,FALSE,0.008972168,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q127,S3,unsupported,['overconfidence'],overconfidence,FALSE,FALSE,0.030456543,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q047,S1,partial,['unproductive_frustration'],unproductive_frustration,TRUE,FALSE,0.017272949,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q047,S2,supported,['unproductive_frustration'],unproductive_frustration,TRUE,FALSE,0.001495361,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q047,S3,unsupported,['unproductive_frustration'],unproductive_frustration,TRUE,FALSE,0.001379013,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q068,S1,partial,['confidence_triad'],confidence_triad,FALSE,FALSE,0.022460938,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q068,S2,unknown,['confidence_triad'],confidence_triad,FALSE,FALSE,0.001178741,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q068,S3,unsupported,['confidence_triad'],confidence_triad,FALSE,FALSE,0.001803398,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q106,S1,partial,['cognitive_avoidance'],cognitive_avoidance,FALSE,FALSE,0.001039505,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q106,S2,unsupported,[],FALSE,FALSE,0.002071381,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,,
Q106,S3,supported,['cognitive_avoidance'],cognitive_avoidance,FALSE,FALSE,0.00328064,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q140,S1,unsupported,['overconfidence'],overconfidence,FALSE,FALSE,0.005081177,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q140,S2,unsupported,['overconfidence'],overconfidence,FALSE,FALSE,0.003982544,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q049,S1,unsupported,['cognitive_avoidance'],cognitive_avoidance,FALSE,FALSE,0.494384766,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q049,S2,unsupported,['unproductive_frustration'],unproductive_frustration,FALSE,FALSE,0.00061512,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q049,S3,partial,['slipping'],slipping,FALSE,FALSE,0.089660645,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q060,S1,partial,[],,FALSE,TRUE,0.121276855,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q060,S2,supported,[],,FALSE,TRUE,0.000839233,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q060,S3,supported,[],,FALSE,TRUE,0.004989624,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q052,S1,unsupported,['cognitive_avoidance'],cognitive_avoidance,FALSE,FALSE,0.003921509,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q052,S2,unsupported,[],,FALSE,FALSE,0.001756668,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q052,S3,unsupported,['cognitive_avoidance'],cognitive_avoidance,FALSE,FALSE,0.004901886,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q063,S1,partial,[],,FALSE,TRUE,0.00510025,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q063,S2,unsupported,[],,FALSE,TRUE,0.001316071,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q138,S1,supported,['cognitive_avoidance'],cognitive_avoidance,FALSE,FALSE,0.003986359,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q138,S2,supported,['slipping'],slipping,FALSE,FALSE,0.059753418,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q010,S1,supported,['overconfidence'],overconfidence,TRUE,FALSE,0.011253357,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q010,S2,partial,['slipping'],slipping,TRUE,FALSE,0.000797272,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q102,S1,supported,['overconfidence'],overconfidence,TRUE,FALSE,0.04309082,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q102,S2,unsupported,['overconfidence'],overconfidence,TRUE,FALSE,0.001092911,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q102,S3,unsupported,['overconfidence'],overconfidence,TRUE,FALSE,0.002628326,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q132,S1,unsupported,['cognitive_avoidance'],cognitive_avoidance,FALSE,FALSE,0.519042969,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q132,S2,unsupported,['unproductive_frustration'],unproductive_frustration,FALSE,FALSE,0.00122261,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q020,S1,unsupported,['cognitive_avoidance'],cognitive_avoidance,FALSE,FALSE,0.022781372,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q020,S2,partial,['slipping'],slipping,FALSE,FALSE,0.023239136,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q002,S1,supported,['overconfidence'],overconfidence,FALSE,FALSE,0.002471924,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q002,S2,supported,['slipping'],slipping,FALSE,FALSE,0.039001465,mDeBERTa-v3-base-mnli-xnli,record,,,,,,,
Q087,S1,unsupported,[],FALSE,FALSE,0.094787598,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,,
Q087,S2,unsupported,['productive_struggle'],productive_struggle,FALSE,FALSE,0.057434082,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q087,S3,unsupported,[],FALSE,FALSE,0.010597229,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,,
Q099,S1,partial,['cognitive_avoidance'],cognitive_avoidance,FALSE,FALSE,0.184936523,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q099,S2,partial,['cognitive_avoidance'],cognitive_avoidance,FALSE,FALSE,0.030899048,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q099,S3,supported,['cognitive_avoidance'],cognitive_avoidance,FALSE,FALSE,0.988769531,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q134,S1,supported,['overconfidence'],overconfidence,FALSE,FALSE,0.981445313,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q134,S2,partial,['overconfidence'],overconfidence,FALSE,FALSE,0.98828125,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q134,S3,partial,['overconfidence'],overconfidence,FALSE,FALSE,0.005882263,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q054,S1,supported,['cognitive_avoidance'],cognitive_avoidance,FALSE,FALSE,0.78515625,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q054,S2,partial,['slipping'],slipping,FALSE,FALSE,0.000385761,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q054,S3,supported,['slipping'],slipping,FALSE,FALSE,0.002449036,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q053,S1,supported,['confidence_triad'],confidence_triad,FALSE,FALSE,0.998535156,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q053,S2,unsupported,[],FALSE,FALSE,0.170898438,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,,
Q053,S3,unsupported,['cognitive_avoidance'],cognitive_avoidance,FALSE,FALSE,0.1484375,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q028,S1,partial,['cognitive_avoidance'],cognitive_avoidance,FALSE,FALSE,0.996582031,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q028,S2,supported,['slipping'],slipping,FALSE,FALSE,0.000170469,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q014,S1,supported,['confidence_triad'],confidence_triad,TRUE,FALSE,0.999023438,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q014,S2,partial,['confidence_triad'],confidence_triad,TRUE,FALSE,0.970703125,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q014,S3,supported,['confidence_triad'],confidence_triad,TRUE,FALSE,0.999023438,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q136,S1,partial,['cognitive_avoidance'],cognitive_avoidance,FALSE,FALSE,0.78515625,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q136,S2,partial,['slipping'],slipping,FALSE,FALSE,0.000316858,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q136,S3,partial,['slipping'],slipping,FALSE,FALSE,0.000663757,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q117,S1,supported,['overconfidence'],overconfidence,FALSE,FALSE,0.553710938,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q117,S2,partial,['slipping'],slipping,FALSE,FALSE,0.004333496,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q128,S1,unsupported,['productive_struggle'],productive_struggle,FALSE,FALSE,0.991210938,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q128,S2,unsupported,['productive_struggle'],productive_struggle,FALSE,FALSE,0.952148438,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q128,S3,unsupported,['productive_struggle'],productive_struggle,FALSE,FALSE,0.003326416,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q075,S1,unsupported,['cognitive_avoidance'],cognitive_avoidance,TRUE,FALSE,0.971191406,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q019,S1,supported,['overconfidence'],overconfidence,FALSE,FALSE,0.000356913,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q019,S2,supported,['slipping'],slipping,FALSE,FALSE,0.002046585,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q055,S1,supported,['cognitive_avoidance'],cognitive_avoidance,FALSE,FALSE,0.971191406,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q055,S2,supported,['slipping'],slipping,FALSE,FALSE,0.005123138,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q123,S1,partial,[],FALSE,FALSE,0.97265625,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,,
Q123,S2,unsupported,['cognitive_avoidance'],cognitive_avoidance,FALSE,FALSE,0.903320313,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q123,S3,partial,['cognitive_avoidance'],cognitive_avoidance,FALSE,FALSE,0.098693848,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q037,S1,unsupported,['overconfidence'],overconfidence,TRUE,FALSE,0.81640625,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q037,S2,unsupported,['overconfidence'],overconfidence,TRUE,FALSE,0.013923645,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q037,S3,unsupported,['overconfidence'],overconfidence,TRUE,FALSE,0.092285156,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q037,S4,unsupported,['overconfidence'],overconfidence,TRUE,FALSE,0.000631332,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q091,S1,unsupported,['cognitive_avoidance'],cognitive_avoidance,FALSE,FALSE,0.994140625,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q091,S2,unsupported,[],FALSE,FALSE,0.411376953,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,,
Q131,S1,supported,['overconfidence'],overconfidence,FALSE,FALSE,0.000235081,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q131,S2,supported,['overconfidence'],overconfidence,FALSE,FALSE,0.001086235,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q131,S3,unsupported,['unproductive_frustration'],unproductive_frustration,FALSE,FALSE,0.003974915,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q031,S1,unsupported,['cognitive_avoidance'],cognitive_avoidance,FALSE,FALSE,0.989746094,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q031,S2,partial,['cognitive_avoidance'],cognitive_avoidance,FALSE,FALSE,0.979492188,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q098,S1,unsupported,['cognitive_avoidance'],cognitive_avoidance,FALSE,FALSE,0.9765625,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q098,S2,partial,['slipping'],slipping,FALSE,FALSE,0.133666992,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q098,S3,partial,['slipping'],slipping,FALSE,FALSE,0.001438141,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q076,S1,unsupported,['cognitive_avoidance'],cognitive_avoidance,TRUE,FALSE,0.905273438,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q076,S2,partial,['slipping'],slipping,TRUE,FALSE,0.000184417,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q076,S3,unsupported,"['cognitive_avoidance', 'slipping']",,TRUE,FALSE,0.250488281,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q081,S1,unsupported,['unproductive_frustration'],unproductive_frustration,TRUE,FALSE,0.990234375,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q081,S2,unsupported,['unproductive_frustration'],unproductive_frustration,TRUE,FALSE,0.000671864,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q081,S3,supported,[],TRUE,FALSE,0.013053894,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,,
Q079,S1,unsupported,['cognitive_avoidance'],cognitive_avoidance,FALSE,FALSE,0.540527344,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q079,S2,unsupported,['cognitive_avoidance'],cognitive_avoidance,FALSE,FALSE,0.006229401,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q094,S1,unsupported,['productive_struggle'],productive_struggle,TRUE,FALSE,0.218383789,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q085,S1,unsupported,['overconfidence'],overconfidence,FALSE,FALSE,0.001020432,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q085,S2,unsupported,['slipping'],slipping,FALSE,FALSE,0.000939369,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q113,S1,supported,['cognitive_avoidance'],cognitive_avoidance,TRUE,FALSE,0.914550781,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q113,S2,supported,['slipping'],slipping,TRUE,FALSE,0.004779816,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q113,S3,unsupported,['slipping'],slipping,TRUE,FALSE,0.001713753,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q105,S1,unsupported,['cognitive_avoidance'],cognitive_avoidance,FALSE,FALSE,0.9765625,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q105,S2,partial,['slipping'],slipping,FALSE,FALSE,0.055358887,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q016,S1,unsupported,['unproductive_frustration'],unproductive_frustration,FALSE,FALSE,0.983398438,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q016,S2,unsupported,['unproductive_frustration'],unproductive_frustration,FALSE,FALSE,0.951660156,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q016,S3,unsupported,['unproductive_frustration'],unproductive_frustration,FALSE,FALSE,0.005737305,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q135,S1,supported,['confidence_triad'],confidence_triad,FALSE,FALSE,0.780761719,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q135,S2,supported,['confidence_triad'],confidence_triad,FALSE,FALSE,0.999023438,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q135,S3,supported,['confidence_triad'],confidence_triad,FALSE,FALSE,0.997558594,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q013,S1,supported,['overconfidence'],overconfidence,TRUE,FALSE,0.970214844,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q013,S2,unsupported,['unproductive_frustration'],unproductive_frustration,TRUE,FALSE,0.001570702,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q013,S3,unsupported,['slipping'],slipping,TRUE,FALSE,0.089538574,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q044,S1,supported,['cognitive_avoidance'],cognitive_avoidance,FALSE,FALSE,0.9765625,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q044,S2,supported,['slipping'],slipping,FALSE,FALSE,0.102905273,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q044,S3,supported,['slipping'],slipping,FALSE,FALSE,0.001438141,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q059,S1,supported,['overconfidence'],overconfidence,FALSE,FALSE,0.970214844,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q059,S2,unsupported,['unproductive_frustration'],unproductive_frustration,FALSE,FALSE,0.001570702,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q059,S3,unsupported,['slipping'],slipping,FALSE,FALSE,0.089538574,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q089,S1,supported,['overconfidence'],overconfidence,FALSE,FALSE,0.94921875,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
Q089,S2,partial,['slipping'],slipping,FALSE,FALSE,0.000206947,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,fact,,,,,,,
