item_id,sentence_id,sentence_text,majority_tag,n_raters,cited_indicators,fact_premise_list,fact_premise,record_premise,indicator,is_core,is_negative_control,,,,,,,
Q030,S1,The student exhibits signs of unproductive frustration during the task.,partial,1, the student's cumulative accuracy on this skill was 0%. On attempt 1, used 3 hints, and took 0.16 times their own average response time. On attempt 2, used 3 hints, and took 0.22 times their own average response time. On attempt 3, the student answered incorrectly, used 3 hints, and took 0.10 times their own average response time. On attempt 4, the student answered incorrectly, used 4 hints," and took 0.08 times their own average response time.""",unproductive_frustration,FALSE,FALSE
Q030,S2,This indicates a struggle with understanding the material.,supported,1,['unproductive_frustration'],['The student experienced unproductive frustration amid repeated failures or difficulty.'],The student experienced unproductive frustration amid repeated failures or difficulty.,"The student is practicing the skill 'linear-area-volume-conversion'. Before these attempts, the student's cumulative accuracy on this skill was 0%. On attempt 1, the student answered incorrectly, used 3 hints, and took 0.16 times their own average response time. On attempt 2, the student answered incorrectly, used 3 hints, and took 0.22 times their own average response time. On attempt 3, the student answered incorrectly, used 3 hints, and took 0.10 times their own average response time. On attempt 4, the student answered incorrectly, used 4 hints, and took 0.08 times their own average response time.",unproductive_frustration,FALSE,FALSE,,,,,,,
Q030,S3,The behavior may suggest difficulty in applying the concepts being taught.,supported,1,[],,,"The student is practicing the skill 'linear-area-volume-conversion'. Before these attempts, the student's cumulative accuracy on this skill was 0%. On attempt 1, the student answered incorrectly, used 3 hints, and took 0.16 times their own average response time. On attempt 2, the student answered incorrectly, used 3 hints, and took 0.22 times their own average response time. On attempt 3, the student answered incorrectly, used 3 hints, and took 0.10 times their own average response time. On attempt 4, the student answered incorrectly, used 4 hints, and took 0.08 times their own average response time.",,FALSE,FALSE,,,,,,,
Q110,S1,The student exhibits signs of avoiding challenging tasks.,unsupported,5,['cognitive_avoidance'],['The student showed a tendency to avoid difficult problems or avoid asking for help.'],The student showed a tendency to avoid difficult problems or avoid asking for help.,"The student is practicing the skill 'noskill'. Before these attempts, the student's cumulative accuracy on this skill was 46%. On attempt 1, the student answered correctly, used no hints, and took 0.62 times their own average response time. On attempt 2, the student answered incorrectly, used no hints, and took 1.08 times their own average response time. On attempt 3, the student answered correctly, used no hints, and took 0.54 times their own average response time. On attempt 4, the student answered incorrectly, used no hints, and took 0.40 times their own average response time.",cognitive_avoidance,TRUE,FALSE,,,,,,,
Q110,S2,There is also a noticeable pattern of errors occurring during task execution.,partial,5,['slipping'],['The student made an unexpected mistake on content they had previously understood well.'],The student made an unexpected mistake on content they had previously understood well.,"The student is practicing the skill 'noskill'. Before these attempts, the student's cumulative accuracy on this skill was 46%. On attempt 1, the student answered correctly, used no hints, and took 0.62 times their own average response time. On attempt 2, the student answered incorrectly, used no hints, and took 1.08 times their own average response time. On attempt 3, the student answered correctly, used no hints, and took 0.54 times their own average response time. On attempt 4, the student answered incorrectly, used no hints, and took 0.40 times their own average response time.",slipping,TRUE,FALSE,,,,,,,
Q133,S1,"The student demonstrated a strong engagement with challenging tasks, indicating a willingness to persist despite difficulty.",unsupported,5,['productive_struggle'],"['The student struggled with difficulty while using hints, but ultimately solved the problem through productive effort. productive_struggle is dominant (independent judgment is possible since a hint was used).']","The student struggled with difficulty while using hints, but ultimately solved the problem through productive effort. productive_struggle is dominant (independent judgment is possible since a hint was used).","The student is practicing the skill 'multiplication'. Before these attempts, the student's cumulative accuracy on this skill was 18%. On attempt 1, the student answered incorrectly, used 1 hint, and took 0.04 times their own average response time. On attempt 2, the student answered incorrectly, used 2 hints, and took 0.04 times their own average response time. On attempt 3, the student answered incorrectly, used 3 hints, and took 0.04 times their own average response time. On attempt 4, the student answered correctly, used 3 hints, and took 0.25 times their own average response time.",productive_struggle,TRUE,FALSE,,,,,,,
Q133,S2,"The student also showed signs of avoiding more complex aspects of the task, suggesting a preference for simpler solutions.",unsupported,5,['cognitive_avoidance'],['The student showed a tendency to avoid difficult problems or avoid asking for help.'],The student showed a tendency to avoid difficult problems or avoid asking for help.,"The student is practicing the skill 'multiplication'. Before these attempts, the student's cumulative accuracy on this skill was 18%. On attempt 1, the student answered incorrectly, used 1 hint, and took 0.04 times their own average response time. On attempt 2, the student answered incorrectly, used 2 hints, and took 0.04 times their own average response time. On attempt 3, the student answered incorrectly, used 3 hints, and took 0.04 times their own average response time. On attempt 4, the student answered correctly, used 3 hints, and took 0.25 times their own average response time.",cognitive_avoidance,TRUE,FALSE,,,,,,,
Q044,S1,"The student may have avoided engaging deeply with complex tasks, indicating a possible reluctance to confront challenging material.",supported,1,['cognitive_avoidance'],['The student showed a tendency to avoid difficult problems or avoid asking for help.'],The student showed a tendency to avoid difficult problems or avoid asking for help.,"The student is practicing the skill 'pattern-finding'. Before these attempts, the student's cumulative accuracy on this skill was 44%. On attempt 1, the student answered incorrectly, used 1 hint, and took 0.65 times their own average response time. On attempt 2, the student answered correctly, used 1 hint, and took 1.31 times their own average response time. On attempt 3, the student answered incorrectly, used no hints, and took 0.71 times their own average response time. On attempt 4, the student answered incorrectly, used no hints, and took 1.09 times their own average response time.",cognitive_avoidance,FALSE,FALSE,,,,,,,
Q044,S2,"There appears to be a noticeable inconsistency in performance across repeated attempts, suggesting difficulty maintaining focus or accuracy.",supported,1,['slipping'],['The student made an unexpected mistake on content they had previously understood well.'],The student made an unexpected mistake on content they had previously understood well.,"The student is practicing the skill 'pattern-finding'. Before these attempts, the student's cumulative accuracy on this skill was 44%. On attempt 1, the student answered incorrectly, used 1 hint, and took 0.65 times their own average response time. On attempt 2, the student answered correctly, used 1 hint, and took 1.31 times their own average response time. On attempt 3, the student answered incorrectly, used no hints, and took 0.71 times their own average response time. On attempt 4, the student answered incorrectly, used no hints, and took 1.09 times their own average response time.",slipping,FALSE,FALSE,,,,,,,
Q044,S3,This pattern may reflect an underlying struggle with sustaining attention during extended problem-solving activities.,supported,1,['slipping'],['The student made an unexpected mistake on content they had previously understood well.'],The student made an unexpected mistake on content they had previously understood well.,"The student is practicing the skill 'pattern-finding'. Before these attempts, the student's cumulative accuracy on this skill was 44%. On attempt 1, the student answered incorrectly, used 1 hint, and took 0.65 times their own average response time. On attempt 2, the student answered correctly, used 1 hint, and took 1.31 times their own average response time. On attempt 3, the student answered incorrectly, used no hints, and took 0.71 times their own average response time. On attempt 4, the student answered incorrectly, used no hints, and took 1.09 times their own average response time.",slipping,FALSE,FALSE,,,,,,,
Q091,S1,The student exhibits signs of avoiding challenging aspects of the task.,unsupported,1,['cognitive_avoidance'],['The student showed a tendency to avoid difficult problems or avoid asking for help.'],The student showed a tendency to avoid difficult problems or avoid asking for help.,"The student is practicing the skill 'triangle-inequality'. Before these attempts, the student's cumulative accuracy on this skill was 40%. On attempt 1, the student answered correctly, used no hints, and took 0.16 times their own average response time. On attempt 2, the student answered incorrectly, used no hints, and took 0.99 times their own average response time. On attempt 3, the student answered correctly, used no hints, and took 0.66 times their own average response time. On attempt 4, the student answered incorrectly, used no hints, and took 1.21 times their own average response time.",cognitive_avoidance,FALSE,FALSE,,,,,,,
Q091,S2,The student also shows frustration that does not lead to productive problem-solving.,unsupported,1,[],The student experienced unproductive frustration amid repeated failures or difficulty.,[],unproductive_frustration,FALSE,FALSE,,,,,,,,
Q122,S1,The student exhibits clear signs of avoiding challenging tasks.,unsupported,1,['cognitive_avoidance'],['The student showed a tendency to avoid difficult problems or avoid asking for help.'],The student showed a tendency to avoid difficult problems or avoid asking for help.,"The student is practicing the skill 'inducing-functions'. Before these attempts, the student's cumulative accuracy on this skill was 45%. On attempt 1, the student answered incorrectly, used no hints, and took 2.25 times their own average response time. On attempt 2, the student answered incorrectly, used 1 hint, and took 0.29 times their own average response time. On attempt 3, the student answered incorrectly, used 2 hints, and took 1.25 times their own average response time. On attempt 4, the student answered incorrectly, used 3 hints, and took 0.18 times their own average response time.",cognitive_avoidance,FALSE,FALSE,,,,,,,
Q122,S2,The behavior suggests a preference for simpler activities over more complex ones.,supported,1,[],,,"The student is practicing the skill 'inducing-functions'. Before these attempts, the student's cumulative accuracy on this skill was 45%. On attempt 1, the student answered incorrectly, used no hints, and took 2.25 times their own average response time. On attempt 2, the student answered incorrectly, used 1 hint, and took 0.29 times their own average response time. On attempt 3, the student answered incorrectly, used 2 hints, and took 1.25 times their own average response time. On attempt 4, the student answered incorrectly, used 3 hints, and took 0.18 times their own average response time.",,FALSE,FALSE,,,,,,,
Q122,S3,The pattern indicates a consistent trend rather than random occurrences.,supported,1,['cognitive_avoidance'],['The student showed a tendency to avoid difficult problems or avoid asking for help.'],The student showed a tendency to avoid difficult problems or avoid asking for help.,"The student is practicing the skill 'inducing-functions'. Before these attempts, the student's cumulative accuracy on this skill was 45%. On attempt 1, the student answered incorrectly, used no hints, and took 2.25 times their own average response time. On attempt 2, the student answered incorrectly, used 1 hint, and took 0.29 times their own average response time. On attempt 3, the student answered incorrectly, used 2 hints, and took 1.25 times their own average response time. On attempt 4, the student answered incorrectly, used 3 hints, and took 0.18 times their own average response time.",cognitive_avoidance,FALSE,FALSE,,,,,,,
Q105,S1,"The student may have avoided engaging deeply with complex tasks, indicating a possible reluctance to confront challenging material.",unsupported,1,['cognitive_avoidance'],['The student showed a tendency to avoid difficult problems or avoid asking for help.'],The student showed a tendency to avoid difficult problems or avoid asking for help.,"The student is practicing the skill 'pattern-finding'. Before these attempts, the student's cumulative accuracy on this skill was 71%. On attempt 1, the student answered correctly, used no hints, and took 0.28 times their own average response time. On attempt 2, the student answered incorrectly, used no hints, and took 1.90 times their own average response time. On attempt 3, the student answered correctly, used no hints, and took 3.81 times their own average response time. On attempt 4, the student answered incorrectly, used no hints, and took 0.40 times their own average response time.",cognitive_avoidance,FALSE,FALSE,,,,,,,
Q105,S2,"There appears to be a noticeable inconsistency in performance across similar problems, suggesting difficulty maintaining focus or applying learned strategies consistently.",partial,1,['slipping'],['The student made an unexpected mistake on content they had previously understood well.'],The student made an unexpected mistake on content they had previously understood well.,"The student is practicing the skill 'pattern-finding'. Before these attempts, the student's cumulative accuracy on this skill was 71%. On attempt 1, the student answered correctly, used no hints, and took 0.28 times their own average response time. On attempt 2, the student answered incorrectly, used no hints, and took 1.90 times their own average response time. On attempt 3, the student answered correctly, used no hints, and took 3.81 times their own average response time. On attempt 4, the student answered incorrectly, used no hints, and took 0.40 times their own average response time.",slipping,FALSE,FALSE,,,,,,,
Q121,S1,The student exhibits signs of unproductive frustration during the task.,partial,1,['unproductive_frustration'],['The student experienced unproductive frustration amid repeated failures or difficulty.'],The student experienced unproductive frustration amid repeated failures or difficulty.,"The student is practicing the skill 'sum-of-interior-angles-more-than-3-sides'. Before these attempts, the student's cumulative accuracy on this skill was 50%. On attempt 1, the student answered correctly, used no hints, and took 1.53 times their own average response time. On attempt 2, the student answered incorrectly, used 1 hint, and took 1.08 times their own average response time. On attempt 3, the student answered correctly, used 1 hint, and took 1.18 times their own average response time. On attempt 4, the student answered incorrectly, used 1 hint, and took 3.18 times their own average response time.",unproductive_frustration,FALSE,FALSE,,,,,,,
Q121,S2,This indicates a struggle with understanding the concept being taught.,partial,1,['unproductive_frustration'],['The student experienced unproductive frustration amid repeated failures or difficulty.'],The student experienced unproductive frustration amid repeated failures or difficulty.,"The student is practicing the skill 'sum-of-interior-angles-more-than-3-sides'. Before these attempts, the student's cumulative accuracy on this skill was 50%. On attempt 1, the student answered correctly, used no hints, and took 1.53 times their own average response time. On attempt 2, the student answered incorrectly, used 1 hint, and took 1.08 times their own average response time. On attempt 3, the student answered correctly, used 1 hint, and took 1.18 times their own average response time. On attempt 4, the student answered incorrectly, used 1 hint, and took 3.18 times their own average response time.",unproductive_frustration,FALSE,FALSE,,,,,,,
Q010,S1,The student exhibits signs of overconfidence.,supported,5,['overconfidence'],"['The student showed excessive confidence, higher than their actual level of understanding warranted. ']","The student showed excessive confidence, higher than their actual level of understanding warranted. ","The student is practicing the skill 'discount'. Before these attempts, the student's cumulative accuracy on this skill was 20%. On attempt 1, the student answered correctly, used no hints, and took 0.11 times their own average response time. On attempt 2, the student answered incorrectly, used 1 hint, and took 0.43 times their own average response time. On attempt 3, the student answered incorrectly, used 2 hints, and took 0.27 times their own average response time. On attempt 4, the student answered incorrectly, used 3 hints, and took 0.27 times their own average response time.",overconfidence,TRUE,FALSE,,,,,,,
Q010,S2,The student also shows indications of slipping.,partial,5,['slipping'],['The student made an unexpected mistake on content they had previously understood well. '],The student made an unexpected mistake on content they had previously understood well. ,"The student is practicing the skill 'discount'. Before these attempts, the student's cumulative accuracy on this skill was 20%. On attempt 1, the student answered correctly, used no hints, and took 0.11 times their own average response time. On attempt 2, the student answered incorrectly, used 1 hint, and took 0.43 times their own average response time. On attempt 3, the student answered incorrectly, used 2 hints, and took 0.27 times their own average response time. On attempt 4, the student answered incorrectly, used 3 hints, and took 0.27 times their own average response time.",slipping,TRUE,FALSE,,,,,,,
Q066,S1,The student may have been overly confident in their ability to solve problems related to multiplying decimals.,unsupported,1,[],"The student showed excessive confidence, higher than their actual level of understanding warranted.",[],overconfidence,FALSE,FALSE,,,,,,,,
Q066,S2,"This confidence appears to be consistently high, though this is not certain.",partial,1,['overconfidence'],"['The student showed excessive confidence, higher than their actual level of understanding warranted.']","The student showed excessive confidence, higher than their actual level of understanding warranted.","The student is practicing the skill 'multiplying-decimals'. Before these attempts, the student's cumulative accuracy on this skill was 39%. On attempt 1, the student answered correctly, used 4 hints, and took 0.05 times their own average response time. On attempt 2, the student answered incorrectly, used 6 hints, and took 0.38 times their own average response time. On attempt 3, the student answered incorrectly, used 6 hints, and took 0.11 times their own average response time. On attempt 4, the student answered incorrectly, used 6 hints, and took 0.05 times their own average response time.",overconfidence,FALSE,FALSE,,,,,,,
Q066,S3,There is no clear indication of specific strategies being used to address challenges in this skill area.,supported,1,['overconfidence'],"['The student showed excessive confidence, higher than their actual level of understanding warranted.']","The student showed excessive confidence, higher than their actual level of understanding warranted.","The student is practicing the skill 'multiplying-decimals'. Before these attempts, the student's cumulative accuracy on this skill was 39%. On attempt 1, the student answered correctly, used 4 hints, and took 0.05 times their own average response time. On attempt 2, the student answered incorrectly, used 6 hints, and took 0.38 times their own average response time. On attempt 3, the student answered incorrectly, used 6 hints, and took 0.11 times their own average response time. On attempt 4, the student answered incorrectly, used 6 hints, and took 0.05 times their own average response time.",overconfidence,FALSE,FALSE,,,,,,,
Q060,S1,"The student provided a correct response without seeking assistance, indicating some level of independent problem-solving.",partial,1,[],,,"The student is practicing the skill 'discount'. Before these attempts, the student's cumulative accuracy on this skill was 12%. On attempt 1, the student answered correctly, used 5 hints, and took 0.27 times their own average response time. On attempt 2, the student answered correctly, used no hints, and took 0.80 times their own average response time. On attempt 3, the student answered incorrectly, used no hints, and took 6.79 times their own average response time. On attempt 4, the student answered incorrectly, used no hints, and took 3.71 times their own average response time.",,FALSE,TRUE,,,,,,,
Q060,S2,"This outcome could reflect either a well-reasoned solution following effort or a chance occurrence, as the available data does not definitively clarify the underlying process.",supported,1,[],,,"The student is practicing the skill 'discount'. Before these attempts, the student's cumulative accuracy on this skill was 12%. On attempt 1, the student answered correctly, used 5 hints, and took 0.27 times their own average response time. On attempt 2, the student answered correctly, used no hints, and took 0.80 times their own average response time. On attempt 3, the student answered incorrectly, used no hints, and took 6.79 times their own average response time. On attempt 4, the student answered incorrectly, used no hints, and took 3.71 times their own average response time.",,FALSE,TRUE,,,,,,,
Q060,S3,There is a slight inclination suggesting the resolution might have involved thoughtful engagement rather than mere luck.,supported,1,[],,,"The student is practicing the skill 'discount'. Before these attempts, the student's cumulative accuracy on this skill was 12%. On attempt 1, the student answered correctly, used 5 hints, and took 0.27 times their own average response time. On attempt 2, the student answered correctly, used no hints, and took 0.80 times their own average response time. On attempt 3, the student answered incorrectly, used no hints, and took 6.79 times their own average response time. On attempt 4, the student answered incorrectly, used no hints, and took 3.71 times their own average response time.",,FALSE,TRUE,,,,,,,
Q034,S1,"The student exhibits signs of avoiding challenging tasks related to converting fractions, decimals, and percentages.",unsupported,1,[],The student showed a tendency to avoid difficult problems or avoid asking for help.,[],cognitive_avoidance,FALSE,FALSE,,,,,,,,
Q034,S2,The student also shows frustration during attempts to solve problems involving these concepts.,partial,1,['unproductive_frustration'],['The student experienced unproductive frustration amid repeated failures or difficulty.'],The student experienced unproductive frustration amid repeated failures or difficulty.,"The student is practicing the skill 'equivalent-fractions-decimals-percents'. Before these attempts, the student's cumulative accuracy on this skill was 67%. On attempt 1, the student answered incorrectly, used no hints, and took 1.60 times their own average response time. On attempt 2, the student answered correctly, used no hints, and took 0.34 times their own average response time. On attempt 3, the student answered correctly, used no hints, and took 0.04 times their own average response time. On attempt 4, the student answered incorrectly, used no hints, and took 2.49 times their own average response time.",unproductive_frustration,FALSE,FALSE,,,,,,,
Q128,S1,"The student engaged in independent problem-solving despite receiving a hint, indicating a strong capacity for productive struggle.",unsupported,1,['productive_struggle'],"['The student struggled with difficulty while using hints, but ultimately solved the problem through productive effort. productive_struggle is dominant (independent judgment is possible since a hint was used).']","The student struggled with difficulty while using hints, but ultimately solved the problem through productive effort. productive_struggle is dominant (independent judgment is possible since a hint was used).","The student is practicing the skill 'pattern-finding'. Before these attempts, the student's cumulative accuracy on this skill was 37%. On attempt 1, the student answered incorrectly, used 2 hints, and took 0.37 times their own average response time. On attempt 2, the student answered incorrectly, used 2 hints, and took 0.15 times their own average response time. On attempt 3, the student answered incorrectly, used 2 hints, and took 2.31 times their own average response time. On attempt 4, the student answered correctly, used 2 hints, and took 0.60 times their own average response time.",productive_struggle,FALSE,FALSE,,,,,,,
Q128,S2,This suggests the student was actively working through challenges rather than relying solely on external guidance.,unsupported,1,['productive_struggle'],"['The student struggled with difficulty while using hints, but ultimately solved the problem through productive effort. productive_struggle is dominant (independent judgment is possible since a hint was used).']","The student struggled with difficulty while using hints, but ultimately solved the problem through productive effort. productive_struggle is dominant (independent judgment is possible since a hint was used).","The student is practicing the skill 'pattern-finding'. Before these attempts, the student's cumulative accuracy on this skill was 37%. On attempt 1, the student answered incorrectly, used 2 hints, and took 0.37 times their own average response time. On attempt 2, the student answered incorrectly, used 2 hints, and took 0.15 times their own average response time. On attempt 3, the student answered incorrectly, used 2 hints, and took 2.31 times their own average response time. On attempt 4, the student answered correctly, used 2 hints, and took 0.60 times their own average response time.",productive_struggle,FALSE,FALSE,,,,,,,
Q128,S3,The high level of engagement in this process may reflect a deeper commitment to understanding the material.,unsupported,1,['productive_struggle'],"['The student struggled with difficulty while using hints, but ultimately solved the problem through productive effort. productive_struggle is dominant (independent judgment is possible since a hint was used).']","The student struggled with difficulty while using hints, but ultimately solved the problem through productive effort. productive_struggle is dominant (independent judgment is possible since a hint was used).","The student is practicing the skill 'pattern-finding'. Before these attempts, the student's cumulative accuracy on this skill was 37%. On attempt 1, the student answered incorrectly, used 2 hints, and took 0.37 times their own average response time. On attempt 2, the student answered incorrectly, used 2 hints, and took 0.15 times their own average response time. On attempt 3, the student answered incorrectly, used 2 hints, and took 2.31 times their own average response time. On attempt 4, the student answered correctly, used 2 hints, and took 0.60 times their own average response time.",productive_struggle,FALSE,FALSE,,,,,,,
Q077,S1,The student exhibits signs of overconfidence.,partial,1,['overconfidence'],"['The student showed excessive confidence, higher than their actual level of understanding warranted. ']","The student showed excessive confidence, higher than their actual level of understanding warranted. ","The student is practicing the skill 'discount'. Before these attempts, the student's cumulative accuracy on this skill was 25%. On attempt 1, the student answered correctly, used no hints, and took 0.20 times their own average response time. On attempt 2, the student answered incorrectly, used 1 hint, and took 0.93 times their own average response time. On attempt 3, the student answered incorrectly, used 2 hints, and took 0.61 times their own average response time. On attempt 4, the student answered incorrectly, used 3 hints, and took 0.43 times their own average response time.",overconfidence,FALSE,FALSE,,,,,,,
Q077,S2,The student also shows indications of slipping.,supported,1,['slipping'],['The student made an unexpected mistake on content they had previously understood well. '],The student made an unexpected mistake on content they had previously understood well. ,"The student is practicing the skill 'discount'. Before these attempts, the student's cumulative accuracy on this skill was 25%. On attempt 1, the student answered correctly, used no hints, and took 0.20 times their own average response time. On attempt 2, the student answered incorrectly, used 1 hint, and took 0.93 times their own average response time. On attempt 3, the student answered incorrectly, used 2 hints, and took 0.61 times their own average response time. On attempt 4, the student answered incorrectly, used 3 hints, and took 0.43 times their own average response time.",slipping,FALSE,FALSE,,,,,,,
Q002,S1,The student may have been overly confident in their understanding of the skill.,supported,1,['overconfidence'],"['The student showed excessive confidence, higher than their actual level of understanding warranted. ']","The student showed excessive confidence, higher than their actual level of understanding warranted. ","The student is practicing the skill 'sum-of-interior-angles-more-than-3-sides'. Before these attempts, the student's cumulative accuracy on this skill was 25%. On attempt 1, the student answered incorrectly, used no hints, and took 0.26 times their own average response time. On attempt 2, the student answered incorrectly, used no hints, and took 0.26 times their own average response time. On attempt 3, the student answered correctly, used no hints, and took 0.17 times their own average response time. On attempt 4, the student answered incorrectly, used 1 hint, and took 0.17 times their own average response time.",overconfidence,FALSE,FALSE,,,,,,,
Q002,S2,The student may have shown signs of inconsistency in applying the knowledge correctly.,supported,1,['slipping'],['The student made an unexpected mistake on content they had previously understood well. '],The student made an unexpected mistake on content they had previously understood well. ,"The student is practicing the skill 'sum-of-interior-angles-more-than-3-sides'. Before these attempts, the student's cumulative accuracy on this skill was 25%. On attempt 1, the student answered incorrectly, used no hints, and took 0.26 times their own average response time. On attempt 2, the student answered incorrectly, used no hints, and took 0.26 times their own average response time. On attempt 3, the student answered correctly, used no hints, and took 0.17 times their own average response time. On attempt 4, the student answered incorrectly, used 1 hint, and took 0.17 times their own average response time.",slipping,FALSE,FALSE,,,,,,,
Q113,S1,"The student exhibits signs of avoiding challenging tasks, indicating a possible reluctance to engage deeply with complex material.",supported,5,['cognitive_avoidance'],['The student showed a tendency to avoid difficult problems or avoid asking for help.'],The student showed a tendency to avoid difficult problems or avoid asking for help.,"The student is practicing the skill 'percent-of'. Before these attempts, the student's cumulative accuracy on this skill was 26%. On attempt 1, the student answered incorrectly, used 7 hints, and took 0.10 times their own average response time. On attempt 2, the student answered incorrectly, used 8 hints, and took 0.16 times their own average response time. On attempt 3, the student answered correctly, used 8 hints, and took 2.10 times their own average response time. On attempt 4, the student answered incorrectly, used no hints, and took 0.94 times their own average response time.",cognitive_avoidance,TRUE,FALSE,,,,,,,
Q113,S2,"There is also evidence of inconsistent performance, suggesting difficulty maintaining focus or applying knowledge consistently.",supported,5,['slipping'],['The student made an unexpected mistake on content they had previously understood well.'],The student made an unexpected mistake on content they had previously understood well.,"The student is practicing the skill 'percent-of'. Before these attempts, the student's cumulative accuracy on this skill was 26%. On attempt 1, the student answered incorrectly, used 7 hints, and took 0.10 times their own average response time. On attempt 2, the student answered incorrectly, used 8 hints, and took 0.16 times their own average response time. On attempt 3, the student answered correctly, used 8 hints, and took 2.10 times their own average response time. On attempt 4, the student answered incorrectly, used no hints, and took 0.94 times their own average response time.",slipping,TRUE,FALSE,,,,,,,
Q113,S3,This combination may point to underlying struggles with task engagement and retention.,unsupported,5,['slipping'],['The student made an unexpected mistake on content they had previously understood well.'],The student made an unexpected mistake on content they had previously understood well.,"The student is practicing the skill 'percent-of'. Before these attempts, the student's cumulative accuracy on this skill was 26%. On attempt 1, the student answered incorrectly, used 7 hints, and took 0.10 times their own average response time. On attempt 2, the student answered incorrectly, used 8 hints, and took 0.16 times their own average response time. On attempt 3, the student answered correctly, used 8 hints, and took 2.10 times their own average response time. On attempt 4, the student answered incorrectly, used no hints, and took 0.94 times their own average response time.",slipping,TRUE,FALSE,,,,,,,
Q076,S1,"The student may have avoided engaging deeply with the material, indicating a possible reluctance to confront challenging aspects of the skill.",unsupported,5,['cognitive_avoidance'],['The student showed a tendency to avoid difficult problems or avoid asking for help.'],The student showed a tendency to avoid difficult problems or avoid asking for help.,"The student is practicing the skill 'area'. Before these attempts, the student's cumulative accuracy on this skill was 36%. On attempt 1, the student answered correctly, used no hints, and took 1.23 times their own average response time. On attempt 2, the student answered incorrectly, used no hints, and took 0.77 times their own average response time. On attempt 3, the student answered correctly, used no hints, and took 0.32 times their own average response time. On attempt 4, the student answered incorrectly, used no hints, and took 0.55 times their own average response time.",cognitive_avoidance,TRUE,FALSE,,,,,,,
Q076,S2,"There is also a likelihood of errors occurring during practice sessions, suggesting inconsistency in applying the knowledge.",partial,5,['slipping'],['The student made an unexpected mistake on content they had previously understood well.'],The student made an unexpected mistake on content they had previously understood well.,"The student is practicing the skill 'area'. Before these attempts, the student's cumulative accuracy on this skill was 36%. On attempt 1, the student answered correctly, used no hints, and took 1.23 times their own average response time. On attempt 2, the student answered incorrectly, used no hints, and took 0.77 times their own average response time. On attempt 3, the student answered correctly, used no hints, and took 0.32 times their own average response time. On attempt 4, the student answered incorrectly, used no hints, and took 0.55 times their own average response time.",slipping,TRUE,FALSE,,,,,,,
Q076,S3,"This combination appears to be present, though this is not certain.",unsupported,5,"['cognitive_avoidance', 'slipping']","['The student showed a tendency to avoid difficult problems or avoid asking for help.', 'The student made an unexpected mistake on content they had previously understood well.']","The student showed a tendency to avoid difficult problems or avoid asking for help.
The student made an unexpected mistake on content they had previously understood well.","The student is practicing the skill 'area'. Before these attempts, the student's cumulative accuracy on this skill was 36%. On attempt 1, the student answered correctly, used no hints, and took 1.23 times their own average response time. On attempt 2, the student answered incorrectly, used no hints, and took 0.77 times their own average response time. On attempt 3, the student answered correctly, used no hints, and took 0.32 times their own average response time. On attempt 4, the student answered incorrectly, used no hints, and took 0.55 times their own average response time.",,TRUE,FALSE,,,,,,,
Q131,S1,The student exhibits a strong sense of overconfidence in their understanding of probability concepts.,supported,1,['overconfidence'],"['The student showed excessive confidence, higher than their actual level of understanding warranted.']","The student showed excessive confidence, higher than their actual level of understanding warranted.","The student is practicing the skill 'probability'. Before these attempts, the student's cumulative accuracy on this skill was 0%. On attempt 1, the student answered incorrectly, used 1 hint, and took 0.45 times their own average response time. On attempt 2, the student answered incorrectly, used 1 hint, and took 0.58 times their own average response time.",overconfidence,FALSE,FALSE,,,,,,,
Q131,S2,This high level of confidence may lead to less careful consideration of alternative solutions.,supported,1,['overconfidence'],"['The student showed excessive confidence, higher than their actual level of understanding warranted.']","The student showed excessive confidence, higher than their actual level of understanding warranted.","The student is practicing the skill 'probability'. Before these attempts, the student's cumulative accuracy on this skill was 0%. On attempt 1, the student answered incorrectly, used 1 hint, and took 0.45 times their own average response time. On attempt 2, the student answered incorrectly, used 1 hint, and took 0.58 times their own average response time.",overconfidence,FALSE,FALSE,,,,,,,
Q131,S3,"At the same time, there appears to be a notable presence of unproductive frustration during problem-solving tasks.",unsupported,1,['unproductive_frustration'],['The student experienced unproductive frustration amid repeated failures or difficulty.'],The student experienced unproductive frustration amid repeated failures or difficulty.,"The student is practicing the skill 'probability'. Before these attempts, the student's cumulative accuracy on this skill was 0%. On attempt 1, the student answered incorrectly, used 1 hint, and took 0.45 times their own average response time. On attempt 2, the student answered incorrectly, used 1 hint, and took 0.58 times their own average response time.",unproductive_frustration,FALSE,FALSE,,,,,,,
Q088,S1,"The student engaged in independent problem-solving despite receiving a hint, indicating a strong capacity for productive struggle.",unsupported,1,['productive_struggle'],"['The student struggled with difficulty while using hints, but ultimately solved the problem through productive effort. productive_struggle is dominant (independent judgment is possible since a hint was used).']","The student struggled with difficulty while using hints, but ultimately solved the problem through productive effort. productive_struggle is dominant (independent judgment is possible since a hint was used).","The student is practicing the skill 'substitution'. Before these attempts, the student's cumulative accuracy on this skill was 11%. On attempt 1, the student answered incorrectly, used 1 hint, and took 0.48 times their own average response time. On attempt 2, the student answered incorrectly, used 1 hint, and took 0.56 times their own average response time. On attempt 3, the student answered incorrectly, used 1 hint, and took 1.27 times their own average response time. On attempt 4, the student answered correctly, used 1 hint, and took 1.10 times their own average response time.",productive_struggle,FALSE,FALSE,,,,,,,
